id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status
0009031e-0535-40bc-bd18-c43ce2b37220;0a3f507e-5318-32b8-e044-0003ba298018;1183676;219;84;;84;0;1935;;9;;;POINT(706692.72 6193750.02);5;6
000a7b39-018e-44be-9e1c-954da16a2561;255fa5d3-94ee-442d-975f-4d7f3de92d77;1182845;131;166;166;;0;2015;;7;1;;POINT(707858.01 6196324.22);5;6
000e8e81-9fea-454a-bd47-9958664ff761;2edda757-9274-1605-e044-0003ba298018;2675085;120;241;189;;0;2008;;2;7;90;POINT(708008.87 6196686.85);5;6
0013408c-35e8-462b-81e3-c7e1e027b37a;0a3f507e-5784-32b8-e044-0003ba298018;1180253;130;112;112;;0;1974;;1;;;POINT(708452.6 6197154.99);5;6
001e0337-2dae-4d5e-97f9-651bdd453dda;0a3f507e-55ba-32b8-e044-0003ba298018;1180472;120;170;170;;0;1971;;2;7;2;POINT(708747.86 6196786.96);5;6
0020de1c-9f96-42f9-86c6-5fdbf76f45b6;0a3f507e-5dca-32b8-e044-0003ba298018;1183886;120;140;140;;0;1971;;2;7;;POINT(705564.15 6193249.84);5;6
0024139b-ff81-47a4-96b1-b935215b3a88;0a3f507e-4dc8-32b8-e044-0003ba298018;1181762;120;105;135;;0;1953;;2;3;;POINT(709780.92 6197143.81);5;6
00242244-eda7-4482-8032-2eb20fab22a8;0a3f507e-40b0-32b8-e044-0003ba298018;2650221;130;115;115;;0;2005;;2;7;90;POINT(709116.95 6198232.58);5;6
0038db34-6ad3-4cf5-9c68-bd467d899c8a;0a3f507e-552f-32b8-e044-0003ba298018;1187262;130;76;76;;0;1993;;2;7;90;POINT(711368.54 6197192.41);5;6
003b8d77-1b43-45ff-ac81-e4347286aba5;0a3f507e-42b4-32b8-e044-0003ba298018;1183161;120;128;128;;0;1973;;2;7;;POINT(705237.15 6193902.45);5;6
0044002c-4adf-47f1-8446-7031b3b81bec;0a3f507e-49fb-32b8-e044-0003ba298018;2571364;120;218;172;;0;2004;;2;7;90;POINT(705944.88 6192968.84);5;6
0045950b-719f-4264-9fab-d441d64c7af9;0a3f507e-5dee-32b8-e044-0003ba298018;1185572;120;56;86;;0;1957;;2;3;;POINT(709330.8 6194409.82);5;6
004b2918-ea42-4533-a83d-4a58e3ef8075;0a3f507e-5b58-32b8-e044-0003ba298018;1181396;120;133;215;;0;1970;2006;2;7;;POINT(709413.61 6196214.97);5;6
005e1168-420a-4c7d-ac0a-837fef8ae4dd;0a3f507e-4126-32b8-e044-0003ba298018;1182348;120;125;125;;0;1968;;2;7;2;POINT(710033.17 6198184);5;6
005f386b-77cf-46fe-830a-ac315508a33e;0a3f507e-4bd8-32b8-e044-0003ba298018;1183379;110;96;144;;0;1910;2000;2;3;;POINT(704624.91 6195191.07);5;6
0072cd35-643c-4072-b967-316ea1c5e404;b2b7811e-f41f-460c-8dad-8bf8cc2f1fb0;100043368;120;187;187;;0;2012;;2;7;1;POINT(708146.4 6197275.17);5;6
007d32b0-0a83-4892-b6a6-d730f8a36a1d;fc21ce1f-dd64-4055-8aeb-ab8b369ee620;100055935;130;125;125;;0;2013;;2;7;;POINT(710005.83 6198777.83);5;6
007f962b-7c2d-4270-a0cd-050a44087c4c;65fe3377-525d-48e0-94d0-14d6095108d3;100026009;120;220;167;;0;2011;;2;7;90;POINT(707814.53 6196916.9);5;6
00886ca2-77d3-4053-9817-2bd17c60aea0;0a3f507e-51b3-32b8-e044-0003ba298018;1188114;120;144;144;;0;1965;1985;2;7;;POINT(712065.81 6196639.23);5;6
008a6b1d-ef1d-4d01-84ac-b58b64ddbbed;0a3f507e-42a5-32b8-e044-0003ba298018;1186129;120;140;140;;0;1969;;2;3;;POINT(703180.23 6194096.09);5;6
008bc01c-b487-491a-a235-fb29a8cf4165;0a3f507e-5a82-32b8-e044-0003ba298018;100005680;219;220;;220;0;1878;;9;;;POINT(707842.31 6195802.41);5;6
009242f1-88be-4a8f-85f9-38e0f0c62755;0a3f507e-5532-32b8-e044-0003ba298018;1187276;130;118;118;;0;1993;;2;7;90;POINT(711342.09 6197181.23);5;6
009f9269-d87f-48de-ac6e-a8710d445f28;0a3f507e-56f8-32b8-e044-0003ba298018;2571396;120;224;174;;0;2004;;2;7;90;POINT(705885.22 6193134.58);5;6
00b37f35-b627-4951-ae72-4a1c91a71f56;0a3f507e-50df-32b8-e044-0003ba298018;1181479;130;72;72;;72;1949;;2;7;90;POINT(709589.86 6197034.11);5;6
00b80977-dc7d-41d1-874e-0980a45016fc;0a3f507e-4c68-32b8-e044-0003ba298018;1183728;120;152;152;;0;1973;;2;7;;POINT(706062.5 6193629.43);5;6
00cc67c9-eb05-4070-9f2e-b72593df0103;0a3f507e-5fed-32b8-e044-0003ba298018;1182703;120;144;155;38;0;1910;1997;2;7;;POINT(710145.07 6197213.6);5;6
00cf0bb5-de7c-49c6-b72c-91dea4578ab6;0a3f507e-5505-32b8-e044-0003ba298018;1186603;120;226;165;;0;2015;;2;7;;POINT(704867.03 6192956.04);5;6
00d08d60-d532-4669-bdf0-2362406567ef;0a3f507e-41b1-32b8-e044-0003ba298018;1188026;130;96;96;;0;1962;;2;7;;POINT(712116.5 6196107.13);5;6
00d28c01-27c0-41b6-9866-bc06940a99d1;0a3f507e-4ffd-32b8-e044-0003ba298018;1184148;120;154;154;;0;1972;;2;7;2;POINT(708447.72 6194912.53);5;6
00ea04e3-702d-4c6d-9442-15538344040a;0a3f507e-5d7f-32b8-e044-0003ba298018;1266236;120;163;163;;0;1996;;2;7;90;POINT(708975.5 6198039.16);5;6
00ef8c1d-312b-4c19-8853-c621e6b71526;0a3f507e-4f36-32b8-e044-0003ba298018;1181950;120;114;161;;0;1944;2004;2;3;;POINT(709622.32 6196492.27);5;6
00f8e269-1e68-49c6-9928-404ad8ed17e2;0a3f507e-6222-32b8-e044-0003ba298018;1181458;130;110;110;;0;1977;;7;1;;POINT(709329.06 6197862);5;6
00fc759e-72e9-4af4-9816-55ab84a1b274;0a3f507e-4fcf-32b8-e044-0003ba298018;1183750;212;160;;160;0;1925;;9;;;POINT(706099.2 6193246.58);5;6
010f4206-3fda-40b1-8cdf-449eab950198;0a3f507e-529c-32b8-e044-0003ba298018;1186516;120;93;93;;0;1955;;2;3;;POINT(705059.17 6192546.18);5;6
01102b41-2d72-4753-bb07-ecc4544c7d4c;0a3f507e-4f42-32b8-e044-0003ba298018;1181242;120;71;108;;0;1930;;2;7;;POINT(709468.16 6196466.85);5;6
0114df92-0191-414d-8e22-1ed6f61cf362;0a3f507e-4246-32b8-e044-0003ba298018;1180534;120;186;186;;0;1970;1976;2;7;;POINT(708674.57 6196669.76);5;6
01223c12-12aa-46cb-b4ec-3c69e3a42369;a5bc6936-4596-471a-bce8-2841fdbebe57;100068519;120;203;203;;0;2017;;2;7;;POINT(709228.4 6198056.98);5;6
01296384-d605-42f7-a35e-aea2be60397d;0a3f507e-542d-32b8-e044-0003ba298018;1180262;130;112;112;;0;1975;;1;;;POINT(708447.92 6197100.76);5;6
