id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status
000154c4-63fc-4a03-8307-37d9620e1fc6;0a3f5080-81a3-32b8-e044-0003ba298018;766889;160;966;966;;0;1969;1986;5;1;;POINT(713820.62 6202143.79);5;6
00016868-5879-42d0-8a2b-18d9dd35fe4f;0a3f5080-9095-32b8-e044-0003ba298018;770805;440;494;;494;0;1979;;1;;;POINT(718186.31 6204898.18);5;6
00035296-49b9-4c45-97ad-153c3e3352be;0a3f5080-930b-32b8-e044-0003ba298018;769577;130;181;171;;0;1969;;1;;;POINT(718743.61 6203819.99);5;6
000d2a2a-2761-4ebb-a7c3-a8a058ca272d;0a3f507e-a8af-32b8-e044-0003ba298018;900404;120;203;203;;0;2017;;5;1;90;POINT(712482.36 6209891.52);5;6
000e7789-da21-4d7e-827e-be0189fca735;0a3f5080-81b2-32b8-e044-0003ba298018;769302;120;170;209;;108;1973;;5;1;2;POINT(713344.28 6201855.64);5;6
000faee9-f3fd-4af0-b850-9cca3f7fcc69;0a3f507e-a597-32b8-e044-0003ba298018;901462;229;152;;152;0;1875;;9;;;POINT(714258.33 6208665.82);5;6
001e6562-58da-4f1e-937b-cf3a3917d9ad;0a3f5080-9994-32b8-e044-0003ba298018;768691;120;155;229;;0;1977;;7;1;5;POINT(719131.92 6201142.33);5;6
00217ae0-0b54-4fcf-a6f4-15edf2a07d9c;0a3f507e-b87d-32b8-e044-0003ba298018;904100;120;92;162;10;0;1930;;2;7;;POINT(720637.63 6206977.75);5;6
00246031-b496-40a0-9dcb-fd0bfcf81b32;4a614f95-eeee-5766-e044-0003ba298018;768245;110;135;235;;0;1884;;6;4;90;POINT(714799.54 6201203.8);5;6
0030c71e-e783-4f26-a893-2ff8b8b95f8e;0a3f5080-85c5-32b8-e044-0003ba298018;770638;130;178;170;;0;1978;;1;;;POINT(718058.11 6204566.05);5;6
0033c70b-348c-4dba-ac8c-6913511e168e;0a3f5080-9a05-32b8-e044-0003ba298018;772522;120;81;81;;0;1954;;5;1;;POINT(716584.93 6203554.75);5;6
003f647b-4d09-47e7-9925-b83dd3dc0476;0a3f507e-b3ea-32b8-e044-0003ba298018;899844;130;220;287;;0;1990;;2;7;90;POINT(713729.7 6207876.69);5;6
00448349-f7c6-4d1c-9559-484084fdd794;0a3f507e-ba73-32b8-e044-0003ba298018;901407;217;1332;;1332;0;2005;;9;;;POINT(716656.05 6208462.22);5;6
0046b207-f1e2-4282-baae-09d2cb287afb;0a3f507e-af5c-32b8-e044-0003ba298018;900074;120;65;105;;0;1850;;2;3;;POINT(713451.35 6206906.98);5;6
0049eacc-6084-41aa-b4bb-fd6655247ae8;0a3f5080-82d1-32b8-e044-0003ba298018;770250;130;122;122;;0;1979;;1;;;POINT(719220.92 6204309.5);5;6
004e29d4-d19b-440f-9a95-3da39c773a95;e98edae4-c140-4feb-bdb1-d2c1d30243c8;100092725;120;138;138;;0;2018;;1;;;POINT(712947.88 6208282.79);5;6
004fb2ed-c605-454d-bf99-b413e28bcf0c;b260ec14-35ef-41f8-83f9-89bdcce15263;100083302;132;151;123;;0;2016;;2;7;90;POINT(717740.41 6205177.8);5;6
00509384-6146-4082-bab9-593ac71ea9da;0a3f507e-b4b8-32b8-e044-0003ba298018;900180;130;117;181;;53;1990;;2;7;90;POINT(711987.82 6210528.15);5;6
00563b91-b29f-46a4-b13d-04318245a33f;0a3f5080-98fa-32b8-e044-0003ba298018;771635;590;12;;12;0;1986;;7;1;;POINT(719510.79 6205141.89);5;6
005d64d9-fcb5-4b11-8fb7-1a9ecdb87c89;0a3f5080-92a7-32b8-e044-0003ba298018;769615;130;84;73;;0;1966;;1;;;POINT(718680.11 6204141.67);5;6
005e0c8f-852f-482f-8748-4885ea73b7cc;0a3f507e-a7f3-32b8-e044-0003ba298018;899821;130;117;117;;0;1980;;1;;;POINT(713672.35 6208197.16);5;6
005eea85-05ba-4c2d-b180-3b857a44b064;0a3f507e-aa79-32b8-e044-0003ba298018;903315;130;115;160;;72;1912;1996;2;7;90;POINT(720440.48 6206194.64);5;6
005f73df-a6c9-4b75-87a1-f67178f7268e;0a3f5080-94df-32b8-e044-0003ba298018;767636;120;155;155;;0;1971;;2;7;;POINT(717686.25 6202232.32);5;6
00645794-381a-4c35-8bf9-fac8c5f6d793;0a3f5080-8e49-32b8-e044-0003ba298018;768556;120;104;169;;0;1958;1973;2;7;;POINT(718716.76 6201158.89);5;6
00705e7f-0b1b-4472-b4e2-0b94be9cbf12;0a3f5080-8f39-32b8-e044-0003ba298018;768352;110;175;271;;48;1962;2007;2;4;2;POINT(712909.59 6200189.31);5;6
0076a17d-9762-4a1f-aaf5-6cb55b3e92fd;0a3f5080-9955-32b8-e044-0003ba298018;771045;120;133;133;;0;1978;;2;7;;POINT(718496.77 6205160.14);5;6
00782b0f-fc55-4bd0-b15e-fb04e1e4c651;0a3f507e-b2f4-32b8-e044-0003ba298018;901276;120;166;241;;0;1827;1999;5;9;90;POINT(716346.39 6206245.75);5;6
007a2c1e-e6f5-4148-96d7-1e629694b034;0a3f5080-831c-32b8-e044-0003ba298018;2652198;130;140;140;;0;2006;;1;;;POINT(717315.36 6202231.66);5;6
007c4c27-eae5-4964-a65a-a58594ccfcb1;0a3f507e-a1d9-32b8-e044-0003ba298018;899523;120;130;130;;0;1968;;2;7;;POINT(713056.97 6207678.62);5;6
0081b35c-41c7-4b2f-9c53-ea6ba29878fe;0a3f507e-a8f8-32b8-e044-0003ba298018;900519;210;180;;180;0;1870;;9;;;POINT(712226.22 6210806.66);5;6
008d6534-648d-4491-82c5-1470d4b4e931;0a3f5080-98c1-32b8-e044-0003ba298018;772278;160;393;161;309;0;1927;1972;2;7;;POINT(719833.47 6202280.16);5;6
009418d4-964f-49dd-b891-617c0e1e403c;0a3f507e-ae3b-32b8-e044-0003ba298018;899859;120;130;130;;0;1996;;2;7;90;POINT(713442.65 6208541.9);5;6
009e4014-d8e2-4b9c-994e-712d4e71f41b;0a3f507e-a915-32b8-e044-0003ba298018;900397;120;172;172;;0;1973;;2;3;5;POINT(712525.45 6209791.97);5;6
00afb78b-14a9-48a2-9b10-cc1e55d47e98;0a3f507e-a54e-32b8-e044-0003ba298018;902879;130;105;105;;0;1977;;2;7;90;POINT(720042.85 6206564.77);5;6
