Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1500;False;Varmefordelingspumper;5;True;700;Ny varmefordelingspumpe;2-2-3-0
8000;False;Varmeanlæg;7;True;3900;Der er ingen opvarmning i bad og bryggers;2-1-1-0
9000;False;Yderdøre;3;False;200;Udskiftning af eksisterende terrassedør med tolags termoruder;1-3-3-0
16000;False;Lette ydervægge;2;False;300;Efterisolering af lette ydervægge af træ med 250 mm isolering og Efterisolering af let ydervæg mod syd af træ med 250 mm isolering;1-2-3-0
26400;False;Vinduer;9;False;600;Udskiftning af eksisterende vinduer med tolags termoruder;1-3-1-0
26800;False;Loft;6;True;800;Indvendig efterisolering af skråvægge med 300 mm isolering;1-1-1-0
33700;False;Loft;1;True;1100;Efterisolering af loftsrum med 400 mm isolering;1-1-1-0
47000;False;Vinduer;8;False;300;Udskiftning af eksisterende vinduer med energiruder;1-3-1-0
115000;False;Varmepumper;4;False;2800;Konvertering til varmepumpe, Etablering af nyt varmefordelingsanlæg til radiatorer, Installation af ny varmtvandsbeholder og Installation af ny luft/vand varmepumpe;2-1-5-0
149300;False;Massive ydervægge;0;True;4500;Udvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
