Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
17600;False;Varmtvandsrør;4;True;3700;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
23200;False;Etageadskillelse;6;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
75800;False;Belysning;0;False;1900;Kælder og teknikrum: Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
88400;False;Etageadskillelse;7;True;4300;Mod det fri ved terrasse på 3. sal.:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
91400;False;Belysning;1;True;8300;P-kælder: Udskift til LED og monter lys og bevægelses styring;4-1-1-0
172400;False;Etageadskillelse;5;False;3700;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
304200;False;Vinduer;9;True;12600;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
661500;False;Vinduer;10;True;24000;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
700000;False;Solceller;2;True;48500;Etablering af solceller;4-1-3-0
880300;False;Fladt tag;8;False;12000;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1012000;False;Solvarme;3;False;31400;Etablering af solvarme ;2-1-6-0
