Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
500;False;Varmtvandsrør;9;True;500;Isolering af tilslutningsrør - motorventil;3-1-3-0
23200;False;Etageadskillelse;11;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
29600;False;Varmerør;8;True;1400;Isolering af varmefordelingsrør op til 50 mm + ventil;2-2-2-0
32200;False;Varmtvandsrør;10;True;3500;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
114400;False;Etageadskillelse;4;True;5600;Mod det fri ved terrasse på 3.sal:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
260000;False;Belysning;0;True;25100;Kælder:  Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
323000;False;Vinduer;6;True;13500;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
716000;False;Etageadskillelse;3;False;15100;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
1009300;False;Vinduer;7;True;39300;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
1050000;False;Solceller;1;True;73100;Etablering af solceller;4-1-3-0
1386000;False;Fladt tag;5;False;19000;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1520000;False;Solvarme;2;False;47000;Etablering af solvarme ;2-1-6-0
