Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
4000;False;Koldt vand;61;False;4500;Udskiftning af toilet med lav skyl.;3-2-0-0
4800;False;Tag og loft;60;True;500;Efterisolering af lodrette skunkvægge 150 mm.;1-1-0-0
6000;False;Koldt vand;62;Kan ikke beregnes;Kan ikke beregnes;Udskiftning til et-grebs blandingsbatteri og har sparefunktion.;3-2-0-0
8400;False;Tag og loft;59;True;900;Efterisolering af skråvægge med 150 mm i forbindelse med renovering.;1-1-0-0
9000;False;Ventilation;65;False;300;Tætning af samlinger ved loft;1-5-0-0
29925;False;Tag og loft;58;True;3400;Efterisolering af hanebåndsloft med 150 mm.;1-1-0-0
35000;False;Varmepumper;63;True;4300;Luftvarme, (luft/luft), nyt anlæg, omdrejningsreguleret;2-1-5-0
42756;False;Ydervægge;56;False;1600;Efterisolering af massive ydervægge med 100 mm.;1-2-0-0
60000;False;Solvarme;55;False;300;Montering af solfanger, vakumrør og beholder til solvarmeanlæg;2-1-6-0
67680;False;Vinduer, ovenlys og døre;54;Kan ikke beregnes;Kan ikke beregnes;Udskiftning til lavenergivinduer.;1-3-0-0
78000;False;Solceller;64;False;2400;Montering af 20 kvm solceller i taget;4-1-3-0
208000;False;Gulve;57;True;2700;Udførelse af nyt terrændæk;1-4-0-0
