Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1100;False;Vinduer;10;True;200;Udskiftning af vindue i bad til vindue med trelags energirude, energiklasse A. ;1-3-1-0
2400;False;Loft;6;True;200;"Efterisolering af lodret skunk med 100 mm isolering

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning";1-1-1-0
2400;False;Loft;7;True;200;"Efterisolering af vandret skunk med 100 mm isolering

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning";1-1-1-0
8600;True;Loft;4;True;400;"Efterisolering af hanebåndsloft med 100 mm isolering

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning";1-1-1-0
9900;False;Yderdøre;11;True;400;"Udskiftning til ny yderdør med trelags energirude

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning og komforten i bygningen højnes, da kuldenedslag fra ruden reduceres.";1-3-3-0
11600;True;Loft;5;True;700;"Indvendig efterisolering af skråvægge med 150 mm isolering

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning";1-1-1-0
40100;False;Yderdøre;9;True;2200;"Udskiftning til nye terrassedøre med trelags energirude

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning og komforten i bygningen højnes, da kuldenedslag fra ruderne reduceres.";1-3-3-0
43500;False;Vinduer;15;True;1800;"Udskiftning af vinduer til trelags energirude, energiklasse A.

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning og komforten i bygningen højnes, da kuldenedslag fra ruderne reduceres.";1-3-1-0
44500;False;Massive ydervægge;2;True;6200;Indvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
46800;False;Krybekælder;1;True;4000;"Nedrivning af eksisterende krybekælder og etablering af nyt terrændæk med 250 mm isolering

Forslaget har forholdsvis lang tilbagebetalingstid med de nuværende energipriser, men kan anbefales udført, eftersom der spares på energi til opvarmning og komforten i bygningen højnes.";1-4-3-0
51600;False;Hule ydervægge;3;True;14100;Isolering af hule ydervægge af tegl med mineraluldsgranulat samt indvendig påforing med 50 mm isolering;1-2-1-0
52500;False;Solceller;14;True;3600;"Montage af nye solceller, Monokrystallinske silicium, 2,8 kW

Forslaget har forholdsvist lang tilbagebetalingstid med de nuværende energipriser og anlægsudgifter. Hvis energipriserne stiger og anlægsudgifterne falder, kan det anbefales at gennemføre foranstaltningen";4-1-3-0
65000;False;Solvarme;13;False;1900;"Installation af nyt 3,82 m² solvarmeanlæg og ny varmtvandsbeholder til brugsvandsproduktion

Forslaget er ikke rentabel med de nuværende energipriser og anlægsudgifter. Hvis energipriserne stiger og anlægsudgifterne falder, kan det anbefales at gennemføre foranstaltningen.";2-1-6-0
69500;False;Terrændæk;0;True;2000;Ophugning af eksisterende terrændæk og støbning af nyt med 250 mm mineraluld eller polystyrenplader;1-4-1-0
190000;True;Varmeanlæg;12;True;31100;Konvertering til luft til væske varmepumpe og etablering af nyt varmefordelingsanlæg til radiatorer ;2-1-1-0
