Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
10000;False;Varmefordelingspumper;6;True;2200;Ny varmefordelingspumpe, blandekreds 1;2-2-3-0
10000;False;Varmefordelingspumper;8;True;2700;Ny varmefordelingspumpe, blandekreds 2;2-2-3-0
19000;False;Belysning;0;True;2600;Udskift lysstofsrør til LED rør + opsæt bevægelsesfølere i kældergang.;4-1-1-0
30000;False;Varmefordelingspumper;7;True;7000;Ny varmefordelingspumpe for uopspædet centrelvarme;2-2-3-0
80000;False;Ventilation;2;True;4300;Udskift 6 anlæg til toiletudsugning.;1-5-1-0
300000;False;Ventilation;9;True;23200;Udskift udsugning og indblæsningsanlæg til køkken;1-5-1-0
320700;False;Belysning;3;True;43400;Udskift lysstofsrør til LED rør i kontorer forbygning;4-1-1-0
340000;False;Belysning;4;True;33100;Udskift belysning i hal til LED belysning;4-1-1-0
600000;False;Kedler;5;True;137300;Fjernvarmekonvertering og Nedlægning af pumpe til VVB og kedelshuntpumpe;2-1-2-0
3410000;False;Solceller;1;True;323000;Montage af nye solceller, Monokrystaliske silicium, 1100 m ²;4-1-3-0
