Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
20100;False;Varmerør;4;True;800;Isolering af varmefordelingsrør op til 50 mm;2-2-2-0
21100;False;Varmtvandsrør;3;True;4300;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
23200;False;Etageadskillelse;6;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
88400;False;Etageadskillelse;7;True;4300;Mod det fri ved terrasse på 3. sal:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
126200;False;Belysning;0;False;3200;Kælder og teknikrum:  Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
159200;False;Vinduer;10;True;6600;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
313700;False;Etageadskillelse;5;False;6600;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
536800;False;Vinduer;9;True;20600;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
700000;False;Solceller;1;True;48500;Etablering af solceller;4-1-3-0
871500;False;Fladt tag;8;False;11800;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1012000;False;Solvarme;2;False;31600;Etablering af solvarme og OBH - Solvarmebeholder;2-1-6-0
