Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
300;True;Varmtvandsrør;22;True;80;Efterisolering af brugsvandsrør og cirkulationsledning op til 60 mm;3-1-3-0
300;False;Varmtvandsrør;23;False;0;Efterisolering af tilslutningsrør til varmtvandsbeholder op til 50 mm;3-1-3-0
1200;False;Varmtvandsbeholder;21;False;50;Efterisolering af varmtvandsbeholder;3-1-5-0
4600;False;Vinduer;8;False;40;Udskiftning af vindue til 3 lags energirude;1-3-1-0
4600;False;Vinduer;19;False;20;Udskiftning af vindue til 3 lags energirude;1-3-1-0
5100;False;Vinduer;14;False;20;Udskiftning af vindue til 3 lags energirude;1-3-1-0
5100;False;Vinduer;16;False;40;Udskiftning af vindue til 3 lags energirude;1-3-1-0
9200;False;Vinduer;9;False;60;Udskiftning af vindue til 3 lags energirude;1-3-1-0
9400;False;Loft;3;False;200;Isolering af skråvægge til i alt 350 mm. ;1-1-1-0
10200;False;Vinduer;15;False;70;Udskiftning af vindue til 3 lags energirude;1-3-1-0
13100;False;Vinduer;12;False;90;Udskiftning af vindue til 3 lags energirude;1-3-1-0
16100;False;Ventilation;20;False;0;Udskiftning af fuger omkring vinduer og døre;1-5-1-0
17400;False;Yderdøre;17;False;90;Yderdøre med sideparti, 2 ruder udskiftes til nye yderdøre monteret med 3 lags energiruder, varm kant, krypton.;1-3-3-0
17600;False;Vinduer;13;False;70;Udskiftning af vindue til 3 lags energirude;1-3-1-0
18100;False;Loft;5;False;200;Isolering af loft mod uopvarmet tagrum til i alt 400 mm.;1-1-1-0
18400;False;Vinduer;7;False;200;Udskiftning af vindue til 3 lags energirude;1-3-1-0
18500;False;Loft;2;False;200;Isolering af skråvægge til i alt 350 mm. ;1-1-1-0
18800;False;Yderdøre;18;False;200;Terrassedøre med 1 rude udskiftes til nye terrassedøre monteret med 3 lags energiruder, varm kant, krypton;1-3-3-0
35000;True;Solvarme;25;False;900;Montering af plan solfanger til brugsvand;2-1-6-0
36200;False;Loft;4;False;300;Isolering af loft mod uopvarmet tagrum til i alt 400 mm.;1-1-1-0
37800;False;Vinduer;10;False;300;Udskiftning af vindue til 3 lags energirude;1-3-1-0
37800;False;Vinduer;11;False;300;Udskiftning af vindue til 3 lags energirude;1-3-1-0
47200;False;Vinduer;6;False;400;Udskiftning af vindue til 3 lags energirude;1-3-1-0
111200;True;Solceller;24;True;8800;Montage af nye solceller, Monokrystaliske silicium, 6 kW;4-1-3-0
318800;False;Terrændæk;0;False;500;Udførelse af nyt terrændæk med i alt 300 mm mineraluld;1-4-1-0
338100;False;Hule ydervægge;1;False;1000;Indvendig eller udvendig efterisolering af tegl/letbeton ydervægge til i alt 225  mm;1-2-1-0
