Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
115044;False;Kældergulv;72;True;9800;Isolering af kældervægge.;1-4-4-0
28320;False;Vinduer, ovenlys og døre;73;False;1500;Udskiftning af 2 lags termoruder til energiruder.;1-3-0-0
7680;False;Vinduer, ovenlys og døre;74;False;300;Udskiftning af 3 lags termoruder med energiruder,;1-3-0-0
9328,5;False;Tag og loft;75;False;300;Efterisolering af skråvægge med 100 mm i forbindelse med renovering.;1-1-0-0
179844;False;Ydervægge;76;False;2900;Indvendig eller udvendig efterisolering af ydervægge;1-2-0-0
138600;False;Kældergulv;77;False;3300;Udførelse af nyt kældergulv;1-4-4-0
23730;False;Ydervægge;78;False;300;Efterisolering af ydervægge mod udestue;1-2-0-0
125000;False;Varmepumper;79;True;14900;Jordvarme, (væske/vand), nyt anlæg, omdrejningsreguleret;2-1-5-0
525;False;Varmt brugsvand;80;False;30;Isolering af tilslutningsrør til varmtvandsbeholder;3-1-0-0
84000;False;Solceller;81;False;3900;Montering af 20 kvm solceller i taget;4-1-3-0
45000;False;Solvarme;82;False;2500;Montering af solfanger, vakumrør og beholder til brugsvand;2-1-6-0
1716;False;Vinduer, ovenlys og døre;83;False;30;Udskiftning af 3 lags termoruder på ovenlys til energiruder.;1-3-0-0
60000;False;Varmeanlæg;84;False;3200;Udskiftning af kedel til kondenserende kedel (Energimærke A);2-0-0-0
