Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
20800;False;Gulve;56;False;400;Udførelse af nyt terrændæk;1-4-0-0
320505;False;Ydervægge;57;False;4000;Indvendig eller udvendig efterisolering af ydervægge;1-2-0-0
20247;False;Tag og loft;58;False;600;Efterisolering af hanebåndsloft med 200 mm.;1-1-0-0
6402;False;Tag og loft;59;False;200;Efterisolering af lodrette skunkvægge med 150 mm.;1-1-0-0
4518;False;Tag og loft;60;False;200;Efterisolering af skunkgulve/etageadskillelser mod skunk med 150 mm.;1-1-0-0
2376;False;Tag og loft;61;False;60;Efterisolering af loft/tag i kvist med 150 mm.;1-1-0-0
30000;False;Varmepumper;62;False;40;Luftvarme, (luft/luft), nyt anlæg, omdrejningsreguleret(i stueetagen);2-1-5-0
262,5;False;Varmt brugsvand;63;True;200;Isolering af tilslutningsrør til varmtvandsbeholder;3-1-0-0
4140;False;Vinduer, ovenlys og døre;64;False;200;Udskiftning af 2 lags termoruder til energiruder i yderdøre;1-3-0-0
9780;False;Vinduer, ovenlys og døre;65;False;300;Udskiftning af 2 lags termoruder til energiruder i vinduer;1-3-0-0
4000;False;Vinduer, ovenlys og døre;66;False;200;Udskiftning af 2 lags termoruder til energiruder i yderdøre;1-3-0-0
4000;False;Vinduer, ovenlys og døre;67;False;200;Udskiftning af 2 lags termoruder til energiruder i yderdøre;1-3-0-0
1960;False;Vinduer, ovenlys og døre;68;False;90;Udskiftning af 2 lags termoruder til energiruder i vinduer;1-3-0-0
1960;False;Vinduer, ovenlys og døre;69;False;90;Udskiftning af 2 lags termoruder til energiruder i vinduer;1-3-0-0
10080;False;Vinduer, ovenlys og døre;70;False;300;Udskiftning af 2 lags termoruder til energiruder i vinduer;1-3-0-0
