Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;False;Loft;5;True;200;Fløj C: Efterisolering af lodret væg mod lade med 200 mm isolering.;1-1-1-0
2800;False;Massive ydervægge;1;True;200;Fløj B1: Indvendig efterisolering af mindre del af ydervæg, ca. 20 cm tyk, mod nord på toilet med 200 mm isolering og plader.;1-2-2-0
5100;False;Vinduer;9;True;400;Udskiftning af vindue mod vest i fløj D er med 1 lags glas til 3 lags energirude med varm ramme, energiklasse B.;1-3-1-0
11100;False;Massive ydervægge;2;True;700;Fløj B1: Indvendig efterisolering af mindre del af ydervæg, ca. 20 cm tyk, ved vest hoveddør med 200 mm isolering og plader.;1-2-2-0
18500;False;Massive ydervægge;4;True;1100;Fløj B2: Indvendig efterisolering af ende ydervægge, ca. 25 cm tykke, med 200 mm isolering og plader.;1-2-2-0
26000;False;Varmerør;10;True;1600;Efterisolering af ca. 130 lbm varmefordelingsrør på tagrummene og i lade med 200 mm isolering.;2-2-2-0
28700;False;Massive ydervægge;7;True;1500;Fløj D: Indvendig efterisolering af ydervæg, ca. 30 cm tyk, mod udeluft med 200 mm isolering og plader.;1-2-2-0
35700;False;Loft;3;True;1700;Fløj B1: Tilretning og efterisolering af loftsrum med 100 mm isolering.;1-1-1-0
38500;False;Massive ydervægge;6;True;2100;Fløj D: Efterisolering (fra lade) af ydervæg, ca. 23 cm tyk, mod lade med 200 mm isolering og plader.;1-2-2-0
40000;False;Varmeanlæg;11;True;9100;Montering af 5 vandbårne radiatorer i fjøj A.;2-1-1-0
40300;False;Solceller;0;True;3600;Montering af solceller mod syd som type Monokrystallinske silicium, 1,8 kW.;4-1-3-0
141100;False;Vinduer;8;False;3800;Udskiftning af vinduer-døre med 2 lags termoruder til 3 lags energiruder med varm ramme, energiklasse B.;1-3-1-0
