Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
4800;False;Loft;2;True;200;Efterisolering af gulv i skunkrum;1-1-1-0
7200;False;Vinduer;7;False;100;Udskiftning af vinduer med nye energivinduer (BR18 krav);1-3-1-0
8800;False;Loft;3;True;400;Efterisolering af skunkvæg;1-1-1-0
10000;False;Varmefordelingspumper;9;False;600;Udskiftning af den eksisterende fordelingspumpe integreret i varmeforsyningen og Installation af ny fordelingspumpe til gulvvarme;2-2-3-0
11300;False;Loft;5;True;500;Efterisolering af loft mod uopvarmet tagrum (400 mm);1-1-1-0
12900;False;Yderdøre;8;False;200;Yderdør m. termorude udskiftes;1-3-3-0
18300;False;Fladt tag;1;False;200;Efterisolering af etagedæk mod altan;1-1-2-0
45000;False;Solceller;12;True;3300;Montering af et solcelleanlæg på 20 m²;4-1-3-0
45500;False;Terrændæk;0;False;300;Efterisolering af terrændæk iht. krav jævnfør kap. 11 (§279) i Bygningsreglementet.;1-4-1-0
75000;False;Varmepumper;11;True;3700;Tilpasning af varmeanlæg ved installation af varmepumpe og Installation af ny luft-vand varmepumpe (hybrid-løsning), som kobles til den eksisterende varmeforsyning.;2-1-5-0
107600;False;Loft;4;False;700;Efterisolering af skråvægge;1-1-1-0
242500;False;Lette ydervægge;6;False;1300;Indvendig efterisolering af ydervægge/træskeletvæg til en samlet isoleringsmængde på 250 mm;1-2-3-0
