Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2000;False;Vinduer;8;False;50;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
2300;False;Vinduer;4;False;60;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
2300;False;Vinduer;13;False;60;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
2600;False;Vinduer;10;False;20;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
3000;False;Vinduer;2;False;70;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
3300;False;Vinduer;7;False;70;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
6300;False;Vinduer;11;False;200;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
9200;False;Yderdøre;6;False;200;Udskiftning til ny yderdør med trelags energirude;1-3-3-0
10600;False;Vinduer;1;False;300;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
10600;False;Vinduer;5;False;300;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
11700;False;Yderdøre;12;False;300;Udskiftning til ny terrassedør med trelags energirude;1-3-3-0
15900;False;Vinduer;3;False;400;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
18300;False;Vinduer;9;False;500;Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
34600;False;Loft;0;False;600;Efterisolering af loftsrum med 200 mm isolering;1-1-1-0
