Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
21000;False;Varmerør;2;False;700;Isolering af varmefordelingsrør op til 50 mm;2-2-2-0
23200;False;Etageadskillelse;10;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
23900;False;Varmtvandsrør;7;True;4900;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
88400;False;Etageadskillelse;8;True;4300;Mod det fri ved terrasse på 3. sal:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
126200;False;Belysning;0;False;3200;Kælder og teknikrum:  Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
220000;False;Vinduer;4;True;9100;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
313700;False;Etageadskillelse;9;False;6600;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
661500;False;Vinduer;5;True;24300;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
700000;False;Solceller;1;True;48500;Etablering af solceller;4-1-3-0
873300;False;Fladt tag;3;False;11900;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1012000;False;Solvarme;6;False;31600;Etablering af solvarme ;2-1-6-0
