Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1400;False;Lette ydervægge;13;True;200;Inddvendig efterisolering af kvistflunke med 200 mm;1-2-3-0
2200;False;Ovenlys;10;False;70;Udskiftning af ovenlysvindue til tolags energirude;1-3-2-0
3200;False;Varmerør;17;True;300;Isolering af varmefordelingsrør i kælderop til 50 mm;2-2-2-0
3300;False;Loft;12;True;900;Indvendig isolering af uisolerede skråvægge med 200 mm;1-1-1-0
4400;False;Etageadskillelse;5;True;1600;Isolering af uisoleret gulv mod uopvarmet kælder med indblæsning af granulat i ca 75 mm hulrum. ;1-4-2-0
4800;False;Loft;3;True;200;Efterisolering af loftsrum  over sidebygningmed 150 mm isolering;1-1-1-0
6100;False;Automatik;18;True;1000;Automatikk til central styring;2-2-4-0
6300;False;Varmefordelingspumper;19;True;1000;Ny varmefordelingspumpe, som Grundfos Alpha2, 15-60/25-60/25-60A/32-60, 34 W;2-2-3-0
11100;False;Loft;0;True;500;Efterisolering af hanebåndsloft med 150 mm isolering;1-1-1-0
11500;False;Loft;1;False;200;Efterisolering af lodret skunk med 150 mm isolering;1-1-1-0
12400;False;Loft;2;True;400;Efterisolering af vandret skunk med 200 mm isolering;1-1-1-0
13600;False;Yderdøre;9;False;200;Renovering af terrassedør med montering af energiglas i forsatsdøren;1-3-3-0
14000;False;Yderdøre;7;True;600;Montage af nye velisolerede yderdøre;1-3-3-0
16900;False;Loft;11;True;800;Indvendig efterisolering af skråvægge med 200 mm isolering;1-1-1-0
19500;False;Massive ydervægge;15;False;400;Indvendig efterisolering af massive ydervægge i sidebygningen med 200 mm;1-2-2-0
31300;False;Terrændæk;6;False;300;Ophugning af eksisterende terrændæk  i sidebygningen og støbning af nyt med 350 mm mineraluld eller polystyrenplader ;1-4-1-0
63000;False;Solceller;16;True;4500;Montage af nye solceller på udhustag, Monokrystallinske silicium, 3,6 kW;4-1-3-0
110400;False;Vinduer;8;False;3000;Montering af forsatsvinduer med energiruder på eksisterende vinduer.;1-3-1-0
122000;False;Terrændæk;4;False;1500;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm mineraluld eller polystyrenplader;1-4-1-0
133100;False;Hule ydervægge;14;True;11500;Isolering af hule ydervægge af tegl med granulat samt indvendig påforing med 100 mm isolering;1-2-1-0
