Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2400;False;Loft;7;False;40;Efterisolering af kvisttag;1-1-1-0
2500;False;Loft;8;False;20;Efterisolering af kvistfront og flunke til en samlet isoleringsmængde på 250 mm;1-1-1-0
5000;False;Vinduer;10;False;20;Udskiftning af tagvindue med et nyt energivindue (BR15 krav);1-3-1-0
5000;False;Varmefordelingspumper;13;True;900;Udskiftning af den eksisterende fordelingspumpe.;2-2-3-0
9300;False;Loft;6;True;500;"Efterisolering af loft mod uopvarmet tagrum
";1-1-1-0
10200;False;Loft;4;True;500;"Efterisolering af loft mod uopvarmet tagrum
";1-1-1-0
18000;False;Kælder ydervægge;1;True;500;Udvendig efterisolering af kældervægge med 200 mm trykfast mineraluld;1-2-4-0
25500;False;Yderdøre;9;False;400;Udskiftning af yderdør og Udskiftning af yderdør m. termorude;1-3-3-0
27600;False;Hule ydervægge;0;True;5400;Efterisolering af hulmur med granulat;1-2-1-0
45000;False;Kedler;12;False;500;Installation af ny biobrændselskedel - automatisk fyring (20 kW);2-1-2-0
60000;False;Solceller;14;True;3700;Montering af et solcelleanlæg på 20 m²;4-1-3-0
98000;False;Terrændæk;3;False;500;Etablering af nyt terrændæk;1-4-1-0
107500;False;Loft;5;False;200;Efterisolering af skråvægge;1-1-1-0
137400;False;Vinduer;11;False;600;Udskiftning af vinduet med nye energivinduer (BR20 krav);1-3-1-0
269500;False;Krybekælder;2;False;1500;Etablering af nyt terrændæk ved krybekælder;1-4-3-0
