Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
2500;False;Belysning;76;True;120800;Udskiftning af halogenspotbelysning i trappeopgang ved nr. 8 til LED-lyskilder eller tilsvarende energibesparende belysning;4-1-1-0
4000;False;Varmefordeling;75;False;120500;Isolering af uisolerede pumper og uisolerede rør i varmecentral og undercentraler;2-2-0-0
18000;False;Varmefordeling;74;False;1500;Montering af ny cirkulationspumpe på ventilations blandekreds 5701 og 5702;2-2-0-0
20000;False;Ventilation;77;True;151800;Tidsstyring på kontroludsugning således at udsugningsventilatorer kun er i drift i bygningens brugstid;1-5-0-0
32000;False;Varmefordeling;72;False;2600;Montering af ny cirkulationspumper på radiator blandekredse 5601 og 5603;2-2-0-0
32000;False;Varmefordeling;73;False;2600;Montering af ny cirkulationspumpe på radiator blandekreds 5602;2-2-0-0
52640;False;Vinduer, ovenlys og døre;78;False;120600;Udskiftning af rytterlys med tolags termoruder;1-3-0-0
135000;False;Koldt vand;71;True;14500;Udskiftning af etskylstoiletter til toskyls vandbesparende toiletter;3-2-0-0
486675;False;Tag og loft;70;False;133200;Efterisolering af loft mod uopvarmet tagrum med 150 mm.;1-1-0-0
2038320;False;Vinduer, ovenlys og døre;69;False;186100;Udskiftning af tolags termoruder i vinduer og yderdøre til energiruder med U-værdi mindre end 1,1. Energiruderne skal være med varm kant;1-3-0-0
