Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
500;False;Varmtvandsrør;12;True;200;Isolering af tilslutningsrør til varmtvandsbeholder op til 50 mm.;3-1-3-0
2000;False;Loft;10;True;90;Udskiftning af loftslem til ny med 60 mm. isolering.;1-1-1-0
18400;False;Krybekælder;4;True;3600;Isolering af uisoleret gulv mod krybekælder med 300 mm. isolering. ;1-4-3-0
21600;False;Terrændæk;1;False;500;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm. mineraluld eller polystyrenplader. gulvvarme med pex-rør.;1-4-1-0
25500;False;Terrændæk;2;False;400;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm. mineraluld eller polystyrenplader;1-4-1-0
35000;False;Lette ydervægge;7;False;400;Efterisolering af lette ydervægge af træ med 200 mm. isolering.;1-2-3-0
40000;False;Terrændæk;5;False;500;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm. mineraluld eller polystyrenplader;1-4-1-0
43300;False;Loft;9;False;700;Efterisolering af loftsrum med 150 mm. isolering.;1-1-1-0
79300;False;Solceller;13;True;5200;Montage af nye solceller, Monokrystaliske silicium, 4 kW.;4-1-3-0
149900;False;Fladt tag;8;False;3300;Efterisolering af fladt tag med 300 mm. isolering, så den samlede isolering udgør 400 mm. ;1-1-2-0
166500;False;Terrændæk;3;False;1200;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm. mineraluld eller polystyrenplader;1-4-1-0
202500;False;Hule ydervægge;6;False;2900;Indvendig montage af forsatsvæg med 150 mm. isolering.;1-2-1-0
258700;False;Yderdøre;11;True;8900;Udskiftning af ældre vinduer og døre til nye med 3 lags lavenergiruder.;1-3-3-0
269400;False;Terrændæk;0;False;600;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm. mineraluld eller polystyrenplader;1-4-1-0
