Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
30;False;Lette ydervægge;8;True;10;Udvendig efterisolering af kvistflunke med 100 mm;1-2-3-0
900;False;Loft;6;True;50;Efterisolering af lodret skunk med 100 mm isolering;1-1-1-0
1600;False;Loft;7;True;70;Efterisolering af vandret skunk med 200 mm isolering;1-1-1-0
9700;False;Yderdøre;10;True;600;Udskiftning til ny yderdør med trelags energirude;1-3-3-0
11100;False;Loft;5;True;500;Indvendig efterisolering af skråvægge med 100 mm isolering;1-1-1-0
16000;False;Terrændæk;4;False;400;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm mineraluld eller polystyrenplader;1-4-1-0
29900;False;Vinduer;9;True;1800;Udskiftning af vinduer til trelags energiruder;1-3-1-0
30000;False;Massive ydervægge;2;True;2200;Indvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
51800;False;Massive ydervægge;3;True;4700;Indvendig efterisolering af massive ydervægge med 200 mm;1-2-2-0
80000;False;Varmepumper;0;True;9500;Installation af nyt luftvarmeanlæg, (luft/vand), 6 kW, som type Vølund F2025.;2-1-5-0
