Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1800;False;Loft;7;True;70;Udskiftning af loftslem til ny med 60 mm isolering;1-1-1-0
12800;False;Yderdøre;9;True;600;Udskiftning af yderdøre;1-3-3-0
15900;False;Vinduer;10;False;500;Udskiftning af eksisterende vinduer;1-3-1-0
21800;False;Lette ydervægge;6;True;1300;Indvendig efterisolering af tagrem med 300 mm;1-2-3-0
24400;False;Loft;5;False;600;Efterisolering af loftsrum med 100 mm isolering;1-1-1-0
47000;False;Solvarme;11;True;3200;Etablering af solvarme  og installation af ny varmtvandsbeholder;2-1-6-0
58900;False;Vinduer;8;False;1700;Udskiftning af eksisterende vinduer;1-3-1-0
77000;False;Solceller;0;False;3100;Etablering af solceller ;4-1-3-0
82700;False;Kældergulv;3;False;700;Ophugning af eksisterende kældergulv og støbning af nyt med 300 mm mineraluld eller polystyrenplader;1-4-4-0
85600;False;Hule ydervægge;1;False;1000;Indvendig montage af forsatsvæg med 150 mm isolering;1-2-1-0
129100;False;Terrændæk;4;False;1000;Ophugning af eksisterende terrændæk og støbning af nyt med 300 mm mineraluld eller polystyrenplader;1-4-1-0
143900;False;Kælder ydervægge;2;True;6000;Udvendig efterisolering af kælderydervægge med 300 mm ;1-2-4-0
