Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
500;False;Varmtvandsrør;8;True;600;Isolering af tilslutningsrør med 20 mm rørskåle;3-1-3-0
7500;False;Vinduer;5;False;200;Udskiftning af vinduer med nye energivinduer (BR15 krav);1-3-1-0
7500;False;Vinduer;6;False;200;Udskiftning af vinduer med nye energivinduer (BR15 krav);1-3-1-0
13500;False;Yderdøre;4;True;500;Udskiftning af yderdør;1-3-3-0
13500;False;Yderdøre;7;True;500;Udskiftning af yderdør;1-3-3-0
26700;False;Hule ydervægge;1;True;3500;Efterisolering af hulmur med granulat;1-2-1-0
28400;False;Loft;0;False;500;Efterisolering af loft mod uopvarmet tagrum (400 mm);1-1-1-0
60000;False;Solceller;9;True;3600;Montering af et solcelleanlæg på 20 m²;4-1-3-0
320000;False;Kælder ydervægge;2;False;500;Udvendig efterisolering af kældervægge med 200 mm trykfast mineraluld;1-2-4-0
329000;False;Kældergulv;3;False;1200;Etablering af nyt kældergulv;1-4-4-0
