Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
350;False;Varmt brugsvand;60;True;200;Isolering af tilslutningsrør til varmtvandsbeholder.;3-1-0-0
5500;False;Belysning;63;True;1300;Optimering af belysning i indgangsparti - fremvisning. stueetage.;4-1-1-0
9000;False;Varmefordeling;59;True;2100;Montering af ny cirkulationspumpe på varmeanlæg.;2-2-0-0
10500;False;Belysning;62;True;10100;Optimering af belysning i montagehal stueetage.;4-1-1-0
10500;False;Belysning;64;True;7800;Optimering af belysning i lagerlokaker stueetage.;4-1-1-0
12000;False;Belysning;65;False;1300;Optimering af belysning i indgangsparti - hall, stueetage.;4-1-1-0
35000;False;Solvarme;68;True;2900;Montering af plan solfanger og beholder til brugsvand.;2-1-6-0
49000;False;Varmt brugsvand;61;True;12000;Efterisolering af brugsvandsrør og cirkulationsledning.;3-1-0-0
240000;False;Solceller;67;False;11000;Montering af 60 kvm solceller i taget.;4-1-3-0
275000;False;Belysning;66;False;39700;Optimering af belysning i kontorafsnit på 1 og 2.sal, samt depot og gangarealer.;4-1-1-0
300000;False;Varmeanlæg;70;True;58600;Udskiftning af kedler til kondenserende kedler (Energimærke A);2-0-0-0
405600;False;Vinduer, ovenlys og døre;69;Kan ikke beregnes;Kan ikke beregnes;Montering af forsatsrude(2 lags energirude) på ovenlys med 2 lags termorude;1-3-0-0
6452000;False;Gulve;58;Kan ikke beregnes;Kan ikke beregnes;Udførelse af nyt terrændæk;1-4-0-0
