Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
1000;False;Varmtvandsrør;9;True;500;Isolering af tilslutningsrør - motorventil.;3-1-3-0
19200;False;Varmtvandsrør;10;True;2400;Isolering af brugsvandsrør op til 50 mm;3-1-3-0
23200;False;Etageadskillelse;4;True;1200;Portgennemgang:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
23500;False;Varmerør;11;True;1000;Isolering af varmefordelingsrør/motorventil op til 50 mm ;2-2-2-0
114400;False;Etageadskillelse;5;True;5600;Mod det fri ved terrasse på 3. sal:  Efterisolering af etageadskillelse mod det fri med 150 mm isolering;1-4-2-0
201300;False;Vinduer;7;True;8400;Udskiftning af ruder i vinduer med termoruder;1-3-1-0
260000;False;Belysning;0;False;9000;Kælder og teknikrum:  Udskift rør til LED og monter lys og bevægelses styring;4-1-1-0
721600;False;Etageadskillelse;3;False;15100;Efterisolering af gulv mod uopvarmet kælder med 50 mm isolering;1-4-2-0
967700;False;Vinduer;8;True;36600;Udskiftning af ruder i facadepartier med termoruder;1-3-1-0
1050000;False;Solceller;1;True;73100;Etablering af solceller;4-1-3-0
1398300;False;Fladt tag;6;False;19100;Efterisolering af fladt tag med 200 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
1520000;False;Solvarme;2;False;46900;Etablering af solvarme ;2-1-6-0
