Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
875;False;Varmt brugsvand;64;True;1100;Isolering af tilslutningsrør til varmtvandsbeholderen i garagen;3-1-0-0
1000;False;Varmefordeling;72;True;800;Isolering af varmefordelingsrør i garagen;2-2-0-0
7000;False;Varmt brugsvand;73;Kan ikke beregnes;Kan ikke beregnes;Montering af ny cirkulationspumpe på brugsvandsanlæg;3-1-0-0
7500;False;Tag og loft;71;Kan ikke beregnes;Kan ikke beregnes;Efterisolering af loft mod uopvarmet tagrum med 100 mm isolering;1-1-0-0
10000;False;Tag og loft;69;False;500;Efterisolering af lodrette skunkvægge med 150 mm isolering;1-1-0-0
10800;False;Tag og loft;68;False;300;Efterisolering af skunkgulve med 150 mm mineraluld;1-1-0-0
14760;False;Tag og loft;70;False;2300;Efterisolering af skråvægge med 150 mm i forbindelse med renovering.;1-1-0-0
35190;False;Ydervægge;67;Kan ikke beregnes;Kan ikke beregnes;Indvendig eller udvendig efterisolering af ydervægge;1-2-0-0
41400;False;Vinduer, ovenlys og døre;65;False;400;Udskiftning af 2 lags termoruder til energiruder i vinduer og yderdøre;1-3-0-0
50000;False;Solvarme;74;Kan ikke beregnes;Kan ikke beregnes;Montering af solfanger samt beholder til brugsvand;2-1-6-0
55000;False;Varmeanlæg;75;True;8300;Udskiftning af kedel til kondenserende kedel (Energimærke A);2-0-0-0
156860;False;Ydervægge;66;Kan ikke beregnes;Kan ikke beregnes;Indvendig eller udvendig efterisolering af ydervægge;1-2-0-0
