Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
3500;False;Belysning;12;False;300;Kælderen - Depoter og teknik m.v.      Regulering af belysningen ved bevægelsesmelder.;4-1-1-0
5000;False;Varmtvandspumper;0;True;8900;Montering af ny cirkulationspumpe på brugsvandsanlæg.;3-1-4-0
9000;False;Belysning;8;True;900;Stueetage - Indgang og udstilling.     Regulering af belysningen ved PIR føler.;4-1-1-0
9600;False;Belysning;11;True;900;"1. sal - Lager Øst.   
Udskiftning af T8 rør til nye LED rør samt regulering af belysningen med PIR føler. ";4-1-1-0
10000;False;Belysning;9;False;700;"1.sal - Kontorer - Syd.  
Regulering af belysningen med PIR føler. ";4-1-1-0
10800;False;Ovenlys;5;True;600;Udskiftning af termoruder i ovenlysvinduer til nye to-lags energiruder.;1-3-2-0
12500;False;Varmefordelingspumper;6;True;2300;Montering af ny cirkulationspumpe på varmefordelingsanlægget ;2-2-3-0
15000;False;Belysning;7;False;500;"Toiletter.      
Regulering af belysningen ved bevægelsesmelder.";4-1-1-0
20000;False;Belysning;2;True;2300;Stueetage - Kontorer - Øst.   Regulering af belysningen med PIR føler. ;4-1-1-0
37000;False;Belysning;10;True;3300;1.sal - kontorer - Nord-øst.  Regulering af belysningen med PIR føler. ;4-1-1-0
542100;False;Vinduer;4;True;27300;Udskiftning af termoruder til nye to-lags energiruder.;1-3-1-0
600000;False;Solceller;1;True;45100;"Montering af solceller til supplering af elforbruget.   
200 m² Solcellepaneler.";4-1-3-0
651800;False;Fladt tag;3;False;5500;Efterisolering af taget med 100 mm isolering, så den samlede isolering udgør 300 mm ;1-1-2-0
