Investment;Recommended;SeebClassificationDescription;ProposalID;Profitable;Savings;ProposalHeadline;SeebClassification
400;False;Varmtvandsrør;5;True;200;Isolering af tilslutningsrør til varmtvandsbeholder op til 50 mm.;3-1-3-0
1000;False;Loft;3;False;20;Efterisolering af lodret skunk med 200 mm. isolering;1-1-1-0
1400;False;Loft;4;False;20;Efterisolering af lodret skunk med 100 mm. isolering.;1-1-1-0
1500;False;Loft;9;False;20;Udskiftning af loftslem til ny med 2 x 70 mm isolering.;1-1-1-0
7600;False;Loft;2;False;200;Efterisolering af loftsrum med 300 mm. isolering.;1-1-1-0
15000;False;Varmepumper;7;False;500;Installation af ny luft-til-luft-varmepumpe, Bosch Compress 5000 5.0;2-1-5-0
17200;False;Loft;1;False;300;Efterisolering af hanebåndsloft med 200 mm. isolering.;1-1-1-0
40300;False;Solceller;8;True;2600;Montage af nye solceller, Monokrystallinske silicium, 1,8 kW.;4-1-3-0
63600;False;Vinduer;6;False;1300;Udskiftning til ny yderdør med trelags energirude. og Udskiftning af vindue til trelags energirude, energiklasse A.;1-3-1-0
102100;False;Hule ydervægge;0;False;1100;Indvendig montage af forsatsvæg med 100 mm. isolering.;1-2-1-0
