id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status
0002503e-ae44-4c46-8f6e-4e032933dbd5;0a3f507d-bc4c-32b8-e044-0003ba298018;1390732;120;84;121;;0;1921;1970;5;1;;POINT(716571.9 6191851.39);5;6
000256a2-ee35-4765-93c8-b132030b2933;0a3f507e-6e80-32b8-e044-0003ba298018;957082;120;248;426;;56;1974;1995;5;1;;POINT(719129.51 6194629.61);5;6
00055719-1f7e-4512-8223-0c0214656f46;0a3f507e-780b-32b8-e044-0003ba298018;957471;120;142;208;;0;1964;1969;2;7;2;POINT(714385.44 6192259.68);5;6
000934f9-ba8e-47e9-9c37-4ce826f37589;0a3f507e-7e45-32b8-e044-0003ba298018;955530;120;136;136;;0;1973;;2;3;2;POINT(713944.9 6195086.64);5;6
000c407d-71f9-439f-8e3f-a9c9aacc3b29;0a3f507e-6ef3-32b8-e044-0003ba298018;956102;120;159;159;;0;1954;2005;2;7;;POINT(714236.69 6194085.62);5;6
000f20fb-845f-407a-af07-621ce61cfeef;0a3f507d-b874-32b8-e044-0003ba298018;1385647;120;118;118;;0;1958;1970;2;7;5;POINT(718028.94 6191762.59);5;6
0010ffb3-d048-4d40-8e81-491d1f41eb3b;0a3f507d-c9d8-32b8-e044-0003ba298018;1386473;540;40;40;;0;1952;;7;1;;POINT(719447.26 6192058.54);5;6
00177ccc-3c22-4464-a7df-908062be8ff5;0a3f507d-c0f4-32b8-e044-0003ba298018;1384224;120;163;163;;0;1977;;2;7;2;POINT(718860.8 6190504.22);5;6
0024e63a-942a-41cc-af3c-2a98ad54b12a;0a3f507e-77f1-32b8-e044-0003ba298018;957414;120;140;140;;0;1968;;2;7;5;POINT(714434.52 6192261.75);5;6
0027fbcb-35a2-4575-af51-5be3258b292f;0a3f507e-7eb3-32b8-e044-0003ba298018;955781;120;182;182;;0;1973;;2;3;;POINT(714086.68 6195715.09);5;6
002dfd40-ff87-4b8f-a6b6-c6e1beb5b124;0a3f507d-b1e5-32b8-e044-0003ba298018;1384984;120;151;151;;32;1954;1975;7;1;2;POINT(719971.31 6191298.07);5;6
002e1a0a-b0d8-4fa7-8931-0ba214d7f0c0;0a3f507e-795c-32b8-e044-0003ba298018;958471;120;196;161;;0;1972;;2;7;;POINT(715286.88 6191820.84);5;6
00339ee7-88c4-4af9-9531-4df203a2493c;0a3f507d-afe4-32b8-e044-0003ba298018;1386859;120;168;168;;47;1968;;2;3;2;POINT(723129.33 6193496.52);5;6
0034bd72-23a5-4e18-ba98-62cf6ed93b70;0a3f507d-bdcf-32b8-e044-0003ba298018;1384968;120;179;249;;28;1970;;2;7;2;POINT(719979.82 6190560.54);5;6
00395840-92d1-4e9a-9770-df3ed1235ff3;0a3f507d-b223-32b8-e044-0003ba298018;1393726;120;93;93;;20;1937;1975;2;7;90;POINT(722056.17 6193217.17);5;6
003a4b18-669b-4ffb-86df-352828915a87;0a3f507e-670a-32b8-e044-0003ba298018;956917;220;90;;90;0;1960;;9;;;POINT(716230.71 6194296.19);5;6
003b1d17-809c-403e-9194-b39085a16afc;0a3f507d-c81b-32b8-e044-0003ba298018;1391015;130;124;124;;62;1967;;1;;;POINT(720890.75 6190979.25);5;6
003bd697-d7d6-4912-b647-150faa28ff84;0a3f507d-a232-32b8-e044-0003ba298018;1386170;120;126;126;;30;1962;1968;2;7;5;POINT(718350.8 6192301.11);5;6
003d9e1b-ac41-4aa6-94ef-64ea33567dc9;0a3f507d-b84b-32b8-e044-0003ba298018;1388658;120;206;202;;16;1918;2007;2;3;1;POINT(723011.39 6195847.27);5;6
003f2878-10e4-4515-84de-ad3db3a44dda;0a3f507e-784a-32b8-e044-0003ba298018;953889;140;680;680;;0;1964;;2;7;;POINT(715298.31 6194891.63);5;6
003f728d-d300-4f45-ac68-cc3138322c08;0a3f507e-693c-32b8-e044-0003ba298018;959526;120;156;156;;0;1952;1984;2;7;;POINT(714119.44 6193438.12);5;6
00452c38-6094-423c-8c3d-1d2613521006;0a3f507d-c95d-32b8-e044-0003ba298018;1386542;120;65;111;;65;1946;;1;;90;POINT(718957.32 6191613.34);5;6
0045cd5f-8701-44f0-b7cb-45a514da4f82;0a3f507d-b8b3-32b8-e044-0003ba298018;1385844;120;394;394;;59;1972;;2;7;5;POINT(718228.18 6192559.44);5;6
00475afa-62c3-4562-ab0f-820987c19bf8;0a3f507e-7a03-32b8-e044-0003ba298018;952723;120;170;190;;0;1909;;2;3;;POINT(714464.1 6193767.23);5;6
0048f5f3-c4d7-4f65-ae08-20a547ec9a5a;0a3f507e-8120-32b8-e044-0003ba298018;953409;120;144;197;;0;1957;1991;2;7;2;POINT(715905.35 6194536.52);5;6
004e7ac6-7c9b-49a9-9ebd-c1744a4b48ee;0a3f507e-7d8b-32b8-e044-0003ba298018;954666;120;178;178;;0;1957;2011;5;1;2;POINT(718918.12 6196241.1);5;6
004f1be7-c22d-4b6e-adf3-48885d79296e;0a3f507e-7d20-32b8-e044-0003ba298018;956600;120;94;134;;0;1952;2002;2;7;2;POINT(714551.15 6195479.13);5;6
00527399-4834-4a31-8027-76347ae3c79f;0a3f507e-7bc8-32b8-e044-0003ba298018;952708;120;82;144;;7;1917;1967;2;7;2;POINT(714520.64 6193766.9);5;6
00549653-c980-48fe-a53d-e6d7a3d6803b;cbbd397e-3488-47b4-9108-3ca5a902aedb;100079487;130;126;126;;0;2015;;2;7;;POINT(722068.28 6195850.88);5;6
0054a0d3-e99e-41d7-8542-456a5b2525cf;0a3f507e-758a-32b8-e044-0003ba298018;955123;130;61;145;;0;1950;;2;3;;POINT(713888.33 6194035.68);5;6
005beaf1-9538-468f-bebc-f903240b5048;0a3f507e-7261-32b8-e044-0003ba298018;958847;120;135;135;;0;1967;;2;7;2;POINT(713958.37 6193161.02);5;6
005dc5ad-a749-4194-8787-64c030f417be;0a3f507d-a964-32b8-e044-0003ba298018;1387141;321;1300;;1300;0;1975;;1;;;POINT(723073.35 6193867.63);5;6
00629154-a51d-4abd-b112-382da1949a98;0a3f507e-6430-32b8-e044-0003ba298018;955012;429;1104;;1521;0;1996;;1;;90;POINT(718736 6197393.88);5;6
00635b28-a927-4042-9643-da9575700005;0a3f507d-c684-32b8-e044-0003ba298018;1390583;140;8860;8860;513;1547;1973;;1;;2;POINT(717214.74 6189526.84);5;6
